159	10358
159	7234
159	7235
159	7318
159	8503
159	16855
159	17102
159	17183
159	17184
159	17185
159	17186
159	17187
159	17188
159	17189
159	17190
159	17191
159	17192
159	17193
159	17194
159	17195
159	17278
159	17279
159	17298
159	17320
159	17321
159	17447
159	17448
159	17475
159	17591
159	17702
159	2949
159	2950
159	2951
159	2959
159	2960
159	2962
159	2963
159	2964
159	2965
159	2967
159	2968
159	2975
159	2976
159	2977
159	2978
159	2979
159	2989
159	2990
159	3051
159	3100
159	3103
159	3104
159	3105
159	3106
159	3107
159	3110
159	3111
159	3112
159	3113
159	3114
159	3115
159	3116
159	3117
159	3118
159	3119
159	3120
159	3121
159	3122
159	3126
159	3127
159	3128
159	3129
159	3130
159	3131
159	3141
159	3192
159	3195
159	3196
159	3197
159	3198
159	3199
159	3203
159	3204
159	3205
159	3206
159	3207
159	3232
159	3535
159	3566
159	3662
159	40
159	46
159	60
159	61
159	79
159	94
159	97
159	99
159	100
159	116
159	285
159	327
159	390
159	448
159	472
159	473
159	474
159	475
159	476
159	478
159	524
159	583
159	732
159	735
159	880
159	881
159	1115
159	1116
159	1117
159	1118
159	1119
159	1134
159	1135
159	1137
159	1211
159	1260
159	1271
159	1388
159	1397
159	1520
159	1522
159	1523
159	1525
159	1526
159	1527
159	1529
159	1531
159	1533
159	1535
159	1537
159	1543
159	1544
159	1545
159	1654
159	1655
159	1656
159	1657
159	1658
159	1660
159	1662
159	1664
159	1665
159	1674
159	1675
159	1753
159	1910
159	1911
159	1934
159	1935
159	1936
159	1941
159	1946
159	1993
159	1995
159	1999
159	2002
159	2003
159	2004
159	2005
159	2006
159	2007
159	2008
159	2009
159	2010
159	2011
159	2012
159	2013
159	2014
159	2015
159	2017
159	2018
159	2019
159	2020
159	2021
159	2022
159	2025
159	2027
159	2029
159	2030
159	2038
159	2039
159	2044
159	2152
159	2162
159	2166
159	14428
159	14431
159	14432
159	15407
159	15408
159	15420
159	15641
159	15642
159	15643
159	15645
159	15654
159	15655
159	15656
159	15657
159	15658
159	15668
159	15669
159	15670
159	15937
159	15949
159	15950
159	15958
159	15965
159	15968
159	16162
159	16294
159	16300
159	5426
159	5429
159	5785
159	5786
159	5787
159	5808
159	5809
159	5822
159	5824
159	5826
159	6093
159	6113
159	6123
159	6124
159	6128
159	6846
159	6866
159	6911
159	6927
182	103
723	157
723	345
723	454
723	547
725	98
725	117
725	123
725	124
725	125
725	452
725	453
725	500
725	501
725	506
725	1065
725	1426
729	154
729	199
729	462
729	1109
729	1809
729	4154
729	4158
730	3654
730	3737
730	3739
730	3740
730	3742
730	126
730	127
730	171
730	285
730	391
730	422
730	456
730	458
730	513
730	515
730	517
730	519
730	520
730	544
730	545
730	548
730	578
730	645
730	732
730	735
730	1024
730	1025
730	1026
730	1027
730	1028
730	1029
730	1083
730	1259
730	1418
730	1767
730	1768
730	1908
730	1909
730	1957
730	1958
730	2201
730	2202
730	2203
730	2204
730	2205
730	2206
730	2207
730	2208
730	4818
730	4819
730	4820
730	6243
730	7015
730	10323
730	10643
730	14270
730	16402
730	16403
730	17325
730	17326
730	17327
730	17328
730	17329
730	17330
730	17496
731	157
731	454
732	36
732	114
732	115
732	480
732	573
735	46
735	515
735	735
742	5881
750	704
750	705
752	38
769	113
769	119
769	157
769	330
769	390
769	454
769	524
769	547
769	1125
769	1126
769	1127
769	1190
769	1191
769	1192
769	1689
769	3099
769	3100
769	3225
772	40
772	327
772	475
772	476
773	40
773	327
773	475
773	476
780	46
780	732
782	97
782	478
814	5836
814	9336
814	14433
814	36
814	114
814	115
814	480
814	573
814	1030
814	1031
814	1032
814	1033
814	1731
814	3286
814	3992
814	3993
829	95
829	121
829	122
829	449
829	450
829	481
829	502
829	504
829	589
829	590
829	6180
884	3
884	210
884	570
884	604
884	948
915	594
915	598
915	619
915	634
915	636
915	657
915	824
915	1725
915	1726
915	1727
915	1729
915	1732
915	4416
915	4417
915	4418
929	314
929	334
929	335
929	412
929	486
929	522
929	531
929	1200
929	1663
929	1666
929	1696
929	1716
929	1717
929	1755
929	4490
929	4511
929	4969
929	5797
929	5798
929	5799
929	5800
929	5851
929	5859
929	5864
929	5915
929	5916
929	5930
929	5931
929	5932
929	6168
929	6209
929	6426
929	6427
929	20424
929	7050
929	7067
929	7068
929	7069
929	7070
929	7071
929	7072
929	7073
929	7074
929	7075
929	7360
929	7849
929	12918
929	14267
929	14275
929	15747
929	15748
929	15806
929	15807
929	15814
929	15815
929	10720
929	10882
929	11876
929	12860
929	2417
929	2745
929	3799
929	3844
929	3849
929	3850
929	3879
929	3893
929	3898
929	3899
929	3900
929	3998
929	4002
929	4113
929	4293
981	327
1006	330
1013	426
1013	430
1013	446
1013	580
1013	14271
1015	213
1015	521
1015	565
1015	628
1015	923
1015	1258
1015	10644
1015	3823
1015	3824
1015	3825
1015	3861
1015	3862
1015	3863
1015	4274
1019	116
1019	473
1019	474
1019	583
1019	880
1019	881
1019	6846
1019	6866
1019	6927
1075	429
1075	431
1075	432
1075	433
1075	434
1075	568
1075	579
1075	703
1075	947
1080	428
1081	217
1081	442
1081	505
1081	539
1081	569
1081	574
1081	616
1081	930
1081	949
1081	1111
1081	1112
1081	1184
1081	1185
1081	1195
1081	1822
1081	1823
1081	1825
1081	1998
1081	2348
1081	2349
1081	2350
1081	2563
1081	2565
1081	3819
1081	3820
1081	3821
1081	4005
1081	4006
1081	4007
1081	4040
1081	4263
1081	4264
1081	14266
1081	14279
1081	11921
1129	3
1129	210
1129	570
1129	604
1129	948
1129	1270
1130	217
1130	539
1130	569
1130	574
1130	930
1130	949
1179	4416
1179	4417
1179	4418
1179	5048
1179	5055
1179	5682
1179	5755
1179	5756
1179	5761
1179	5775
1179	5830
1179	5835
1179	5836
1179	5837
1179	5838
1179	5841
1179	5863
1179	6020
1179	6133
1179	6180
1179	6466
1179	6494
1179	6497
1179	6570
1179	6606
1179	6909
1179	7015
1179	7016
1179	7017
1179	95
1179	98
1179	117
1179	121
1179	122
1179	123
1179	124
1179	125
1179	126
1179	127
1179	157
1179	171
1179	379
1179	391
1179	422
1179	423
1179	424
1179	426
1179	430
1179	440
1179	446
1179	449
1179	450
1179	452
1179	453
1179	454
1179	456
1179	458
1179	481
1179	485
1179	500
1179	501
1179	502
1179	504
1179	505
1179	506
1179	513
1179	515
1179	517
1179	518
1179	519
1179	520
1179	545
1179	548
1179	550
1179	572
1179	578
1179	580
1179	589
1179	590
1179	594
1179	596
1179	598
1179	599
1179	619
1179	622
1179	623
1179	624
1179	625
1179	626
1179	634
1179	636
1179	639
1179	641
1179	642
1179	643
1179	644
1179	645
1179	646
1179	647
1179	657
1179	711
1179	712
1179	824
1179	834
1179	846
1179	1065
1179	1083
1179	1161
1179	1162
1179	1163
1179	1164
1179	1165
1179	1166
1179	1167
1179	1169
1179	1172
1179	1174
1179	1175
1179	1176
1179	1177
1179	1178
1179	1179
1179	1180
1179	1181
1179	1183
1179	1197
1179	1205
1179	1206
1179	1207
1179	1210
1179	1222
1179	1236
1179	1380
1179	1388
1179	1393
1179	1398
1179	1399
1179	1424
1179	1425
1179	1426
1179	1725
1179	1726
1179	1727
1179	1729
1179	1731
1179	1732
1179	1763
1179	1766
1179	1767
1179	1768
1179	1769
1179	1770
1179	1772
1179	1773
1179	1778
1179	1779
1179	1782
